a_作者,b_被收藏数,c_最近更新作品,d_作品状态,e_作品字数,f_最后更新时间,g_作者所发送红包数,h_小说完本数,i_小说连载数,j_小说暂停数
冷烟灰,715,《先生身后有只鬼》,连载,200019,2018-08-31 23:29:32,307,7,2,2
不见当时繁花,517,《[楚留香+剑三]跪下叫粑粑》,完结,218347,2016-08-08 23:14:15,0,6,0,0
有深度的栗子,1443,《虐文的甜宠打开方式（快穿）》,连载,411012,2022-02-13 17:37:43,92,5,10,1
酥苏酥,533,《每个路人都弹琴[综武侠]》,完结,186994,2021-10-05 17:49:43,87,15,4,1
棠栖凤,231,《［文野］我和我的狗血爱情》,连载,42681,2022-03-11 17:17:06,0,2,6,0
碧殊,31,《尘香如故》,完结,805330,2010-05-04 23:17:40,0,3,0,0
冰梦呓语,198,《『老九门』霜林尽染二月红》,完结,82762,2020-05-06 13:16:32,413,7,3,0
墨棋蓝泠,3038,《捉弄中也的100种方法》,连载,393823,2022-03-13 12:00:00,165,21,12,1
叶泛舟,580,《魔*******]》,暂停,3802,2019-08-09 00:29:58,1,8,15,9
庆余生,414,《凶*》,连载,250021,2015-05-25 22:30:48,0,9,1,0
清蒸莲藕,77,《城主他女儿要成仙》,连载,4202,2020-02-19 12:19:37,10,7,5,3
淡月小鱼,824,《小白龙种桃记》,暂停,25866,2019-11-08 15:44:24,0,11,1,3
司徒尔雅,26,《一不小心爱上瘾》,连载,109500,2018-11-07 00:10:52,6,8,1,1
木羽愿,2788,《嗜瘾》,完结,319633,2022-01-29 10:46:45,2184,4,9,0
眠风枕月,5023,《始乱终弃了太子以后》,完结,393050,2021-10-26 12:05:13,9357,10,5,0
控而已,8214,《太*******狐》,完结,124117,2021-11-15 09:40:58,0,32,0,0
睡个好觉,909,《你未婚妻真棒》,完结,372526,2021-03-03 23:56:58,62,13,5,0
宅吖,1758,《“哒宰”今天也在捂紧马甲》,连载,221423,2022-03-02 20:41:42,0,10,4,0
秋小九,1309,《明光里》,连载,51490,2020-08-16 20:52:55,3,15,7,4
郎不知,3717,《主角攻受又都爱上了我》,完结,354088,2022-02-09 09:40:48,368,8,2,0
娜小在,1779,《你尾巴戳到我了》,完结,419294,2021-09-30 20:06:41,1638,33,6,1
明日野,1342,《水呼外交大使》,连载,187971,2022-03-13 02:02:42,1077,7,7,0
Ailsana,788,《[综英美]他们都说我们在一起是浪费人设》,连载,1229040,2022-01-23 20:06:55,70,0,6,0
淡青色,49,《「耽美」守护甜心之几木》,连载,379637,2021-10-19 15:56:37,0,2,7,0
千萌,20484,《国家制造》,完结,737343,2022-01-31 19:26:05,1,4,7,0
旯旯,127,《润吾馨声》,连载,6532,2015-11-25 18:02:51,0,6,1,1
咖啡喵,112,《女配翻身记》,连载,282941,2013-07-21 17:48:04,0,0,4,0
云晰,68,《娶个老鸨伪娇妻》,暂停,52196,2009-10-26 21:39:59,0,12,0,2
冰壶点雪喵踏花,247,《综合格折磨大师的剧本法》,连载,43937,2022-02-12 16:50:12,0,1,4,0
影姿翔舞,25,《当家媳上位记》,完结,312738,2018-05-07 20:54:52,0,3,2,0
姜陆,136,《你再过来我喊了》,连载,109513,2019-08-12 10:15:40,264,0,2,0
萧暖阳,3143,《开局捡到一只名侦探》,连载,800873,2022-03-13 18:00:00,0,6,6,0
玻璃少女心,213,《一千零一夜》,连载,3906,2020-09-11 21:50:30,0,1,15,0
潇湘疏影,96,《[HP]阅读未来*续貂》,完结,418125,2022-01-03 16:49:56,0,2,8,0
蓝丹雪,71,《存稿箱打工记》,连载,7708,2021-07-22 09:00:00,3,15,9,1
昔我有梦,5996,《做反派的男人[穿书]》,连载,568182,2022-02-15 18:15:00,10354,16,14,5
红豆豆酥,51,《穿成皇子后与敌国国君和亲了》,完结,250808,2022-02-02 20:45:32,0,7,2,0
寂寞的猪猪,124,《雪*******下》,完结,106210,2010-07-04 13:42:08,0,8,2,0
胧十,3844,《共眠》,完结,170353,2022-01-20 22:30:20,2686,20,8,0
且醉风华,1123,《照金巷》,连载,363976,2022-03-13 18:30:15,233,12,5,1
西懵,1579,《小作精他成了虫族团宠》,连载,69769,2021-03-17 23:00:00,18,2,6,0
早更鸟,1785,《重生后我成了魔神的黑月光》,连载,63949,2021-06-30 03:07:54,159,2,2,0
太阳先生没起床,684,《文学大佬夜兔君》,连载,161640,2022-03-12 19:00:30,42,1,10,2
沈橘柚,148,《天降换装游戏后和纸片人HE了》,连载,68740,2022-03-04 23:29:27,21,4,6,0
春为苍,1197,《非主动钓系》,连载,54414,2022-03-12 23:08:13,397,4,8,0
盐茴,839,《穿成抛妻弃女的渣A》,完结,975961,2022-03-10 07:47:47,13,3,2,0
人人爱毛,156,《[综英美]洛基. 兰谢尔》,连载,392577,2021-07-07 23:10:00,899,0,13,0
points,261,《江山信美》,连载,296598,2018-04-28 21:15:34,17,8,5,0
乌鸦扬名,111,《被迫拯救美强惨》,连载,46724,2022-03-10 06:00:00,144,16,4,0
微微落落^^,146,《良夜何皎皎》,完结,229150,2018-05-23 17:38:16,0,4,1,0
下一三,274,《崩溃游戏》,连载,73893,2022-03-04 00:07:15,191,7,6,0
星小山,225,《我的穿越不彻底》,连载,26218,2019-12-23 22:08:51,3,2,4,2
胡柚,6821,《发烧》,连载,166342,2021-11-27 19:39:45,282,5,5,0
羁旅人,1418,《我死后偏执帝君黑化了》,连载,44401,2022-03-13 09:00:00,439,3,2,0
沧海琴音,316,《[综名著/悲惨世界]巴黎星火》,完结,437646,2020-03-01 20:00:00,0,8,1,1
一梦千年,13,《商汉天下》,完结,209043,2008-10-15 12:07:22,0,2,1,1
花姒夏,1031,《[*******平》,连载,359467,2019-09-07 15:19:27,122,28,5,0
廷花蒙蒙,20,《重生后我在异世界养龙》,连载,8373,2021-02-25 01:41:57,1,1,12,0
梦.千航,35266,《恶毒炮灰他不想万人迷（穿书）》,连载,357100,2022-03-03 22:22:22,97662,30,30,0
天外飞石,607,《重生后又被当成替身了》,连载,42416,2022-03-13 22:12:11,90,12,5,0
古人云,478,《盛*******）》,连载,13315,2020-11-20 21:24:44,0,2,3,0
九二五这名被注册过了,200,《HP瑕疵之主》,连载,90583,2022-02-04 07:38:15,0,1,11,1
大叽叽女孩,10288,《老公死后我开直播间撒娇带货》,完结,301329,2022-03-09 17:31:39,1374,20,4,0
血歌华章,3790,《萌神拯救世界》,连载,71142,2022-01-04 00:10:03,102,1,3,0
秋子冬苗春草,260,《[刀剑乱舞]婶婶今年七十岁》,连载,172350,2020-06-22 14:54:45,0,1,1,4
风华长歌,456,《伪晴明的黑户生涯[综]》,连载,1197927,2022-03-07 07:00:07,0,6,1,0
明翎,20,《公主饶命》,完结,100066,2020-07-09 17:15:58,1,4,2,0
小小太阳,128,《我*******海》,完结,156222,2013-01-14 02:23:06,0,5,1,0
六皮,5711,《快*******外》,连载,6196,2020-02-02 11:07:20,381,6,2,0
月光船,2002,《特殊世界档案》,完结,268806,2021-04-07 19:31:04,63,58,5,3
公子燕来,157,《救命！男二都变成偏执小奶狗了！》,连载,46691,2022-01-20 02:48:11,45,4,3,0
圈圈圈圈酱,14407,《穿书后我学会了猫语》,完结,160621,2021-03-29 14:03:56,676,25,4,0
苏伊~,339,《[*******远》,连载,1336,2014-01-08 03:49:57,0,8,1,0
湖涂,34636,《每天都有名师为我授课》,连载,606849,2022-03-07 19:55:26,760,15,3,0
小懒猫儿,111,《微光少年时》,连载,55179,2021-04-27 15:04:17,0,2,4,2
淮宋,108,《穿成大佬的小尾巴》,完结,196093,2022-02-22 14:08:28,49,7,5,1
雨师螺,2804,《完美转世以后·人族篇[修仙]》,连载,4242687,2022-03-13 00:05:00,3483,7,6,0
水蜜桃味,10102,《男主们都苦尽甘来（快穿）》,连载,334093,2022-03-13 22:17:00,13585,10,6,0
一问之,1942,《拖延症的我嫁入豪门》,连载,289474,2022-03-12 22:37:27,3361,9,17,0
香溪河畔草,2779,《红楼之贵妃是个小花精》,连载,1312727,2022-03-06 15:00:00,5245,20,4,0
微漠凌伤,42,《谁说我爱你》,连载,103613,2010-05-13 23:26:57,0,7,2,0
须臾烬,106,《快穿之位面拯救者》,连载,129925,2022-01-14 22:27:28,45,10,5,0
喵小秀,347,《【综英美】当着超英写同人》,连载,55626,2021-04-08 16:08:38,0,0,11,17
秋声去,3497,《我死后死对头向我求亲了》,连载,141158,2022-03-08 00:41:17,138,10,20,3
水墨妖,56,《唐僧带我玩穿越[西游]》,完结,297988,2019-01-13 20:38:48,243,6,1,0
o今我来思o,138,《论穿胸狂魔的正确饲养方式》,完结,248594,2019-01-10 09:34:56,59,6,0,1
诸葛扇,3136,《宋医生他是故意的》,连载,3436,2022-01-31 22:19:33,374,7,22,2
王三九,7078,《对月亮心动》,完结,405131,2021-08-17 22:00:00,794,11,6,0
丢不掉的苹果,4237,《酒家小娘子》,连载,65940,2022-03-13 20:40:00,7873,9,7,0
天际旋荡,211,《[jojo]意大利美丽传说》,连载,360104,2020-09-20 09:00:00,0,0,5,0
珊瑚树,15571,《情敌分化成O后，和我强制匹配了》,连载,4553,2021-09-18 11:22:16,6231,18,13,0
咸鱼几,230,《求*******头》,连载,8,2021-09-17 23:48:37,240,14,4,0
十一柏,15,《重生后被表哥缠上了》,连载,16453,2022-02-22 19:32:35,0,1,6,0
猫猫舟,215,《星盗联盟[机甲]》,连载,474520,2015-12-08 21:53:06,2,10,3,2
淌念,90,《咬饵的鱼【ABO】》,连载,17489,2022-02-26 23:00:16,0,1,2,0
糯糯饭团,1590,《985修仙大学》,完结,402719,2022-02-10 12:50:51,102,3,3,0
阿踢仔,2286,《卖花先生》,连载,11856,2022-03-13 09:00:00,104,18,8,0
栾珈文,158,《仙*******情》,暂停,167826,2014-05-16 10:07:49,0,1,1,4
凶器E儿,34,《开心农场任我行》,完结,227592,2010-10-05 12:50:00,0,5,1,2
轲西,3013,《我，柯基，超凶[娱乐圈]》,完结,254677,2022-03-01 00:06:29,1579,9,8,0
盐常年,1155,《篡改超英档案后[综英美]》,连载,10247,2022-03-09 17:33:19,0,1,17,0
花木白,1331,《精灵王的王妃》,连载,1634381,2022-02-08 18:13:57,339,26,8,0
诗人说梦999,177,《[韩娱]海盐制造厂》,连载,789414,2022-03-12 19:21:18,0,0,4,0
奈何桥上卖元宵,163,《［家教］每个成功男人背后都有一片修罗场》,连载,424703,2021-10-06 21:18:22,0,0,8,0
流云飞又飞,108,《[*******病》,连载,268178,2020-08-14 15:29:50,0,2,1,2
沐铮,116,《明*******)》,连载,200694,2010-10-17 23:06:08,0,2,2,0
上官春水,5344,《我道侣是APP拼来的》,连载,146102,2022-03-13 16:05:55,1753,11,5,1
囡囝囚团,2465,《腹黑在手，天下我有》,完结,251694,2017-04-07 20:30:42,0,8,1,0
蓝白絮,879,《（HP）霍格沃茨的侦探先生》,连载,431740,2022-03-05 05:47:58,12,8,7,0
小雨如酥,105,《许愿树的逆反》,连载,30209,2021-08-13 13:46:45,10,9,6,1
星火函烟,1001,《一般路过社恐帝王》,连载,548335,2021-12-14 10:00:00,67,9,5,1
岳黄昏,22,《虔诚[娱乐圈]》,连载,24113,2020-05-12 17:03:50,0,1,3,0
花下蝶,63,《魔尊女友重生在八零年代》,连载,34664,2019-01-14 19:34:08,3,4,1,0
Sp赤红,1440,《咒术侵蚀》,完结,214233,2021-06-23 21:38:45,89,5,10,0
小春,3659,《不负如来不负卿-蓝莲花》,连载,70824,2012-07-19 21:15:00,0,1,4,0
椿成双,113,《猎人之居家旅行必备良伴》,连载,212754,2009-03-30 00:26:02,0,1,1,0
十载如憾,4699,《虚*******祉》,连载,34976,2021-12-18 21:04:47,0,5,3,0
无窍,134,《变非酋后我坑遍逃生界》,连载,445816,2021-03-22 09:00:00,38,1,4,0
衮衮,3649,《东宫藏娇（重生）》,完结,431502,2021-11-30 21:38:33,2859,11,6,0
白日曦,3722,《狐狸精被攻记GL》,完结,373310,2022-02-22 10:34:11,1993,25,4,0
AMILE27KLG,429,《鬼灭之刃）寒流》,完结,2846,2022-01-27 21:15:02,0,30,54,3
金十九,24,《九问》,连载,1408,2021-08-21 20:21:51,0,1,3,0
小橘猫,45,《男人都是大猪蹄子[穿书]》,连载,169257,2020-06-06 22:37:22,51,4,5,0
阮同尘,55,《（综）每个宿主都会走上不归路》,连载,47855,2020-06-29 14:08:08,0,0,3,0
偌非,204,《偏见》,连载,208430,2012-03-04 20:51:36,0,10,4,3
帮我关下月亮,2079,《被蛇蛇饲养以后》,完结,606959,2022-03-07 01:27:21,1013,10,6,0
轉轉,45,《非*******常》,连载,40215,2011-08-28 09:44:54,1,1,1,0
花一一,3923,《内科医生她真不是沙雕》,连载,805985,2022-03-13 12:21:25,6,13,9,1
砂梨,5820,《我们队长是豪门[电竞]》,连载,177187,2022-01-24 23:51:00,20913,9,4,0
冢宰一千石,478,《hp德拉科的暗恋史》,连载,180369,2021-08-19 14:44:53,37,11,2,0
德威尼亚纳,159,《被杀夫证道后，我成了咒灵》,连载,428360,2022-03-11 03:00:00,2,0,4,0
余不知,126,《道*******我》,暂停,73762,2018-12-03 22:30:24,79,10,1,2
晏商词,275,《彩虹屁精今天翻车了吗[穿书]》,完结,150089,2020-12-05 15:41:53,90,13,3,0
猫说午后,2136,《淬骨》,连载,363210,2022-03-13 22:15:42,3227,7,10,1
肚皮三层肉,1389,《听说我渣了战神Alpha》,完结,298163,2021-06-19 17:39:15,142,5,1,0
一只小火腿,4222,《全世界我最讨厌徐致远》,完结,6625,2022-03-08 10:51:23,1811,9,13,0
芝士焗薯角,308,《[娱乐圈BTS]舒芙蕾》,连载,151232,2021-05-08 20:00:00,26,2,6,0
与神同行,864,《黑方的我今天也在反复横跳》,连载,175111,2022-02-24 07:01:23,45,3,11,0
绊笙,1418,《[综]我的男友是乐队主唱》,连载,6437,2020-11-15 00:00:00,0,17,30,0
祝辞酒,8744,《我没钓但影帝真香了》,连载,416066,2022-03-09 23:33:21,1980,20,8,0
甜茶茶,207,《我一个coser承受了太多》,连载,89160,2021-09-09 18:35:56,0,0,5,0
九尺尘沙,351,《非常规学神重生指南》,连载,303215,2018-04-08 23:20:20,34,1,2,0
浩瀚,12145,《富二代遇上富一代》,完结,396087,2020-03-10 21:50:00,6318,23,2,0
太渊,7323,《重生后国师靠玄学爆红了》,连载,914740,2022-03-12 00:46:34,1754,10,11,1
天桥旧人,185,《白*******演》,连载,98013,2020-08-21 22:41:17,39,7,6,0
水晶虾仁包,1589,《[娱乐圈]三生有幸遇见你》,连载,193079,2022-01-25 00:52:13,24,4,8,0
EvolLilith,494,《哦豁，我在登天路上坠机了》,连载,934057,2022-02-06 23:41:53,593,5,5,0
菲菲公主酱,8,《我供奉的神像成了魔尊他爹》,连载,11841,2021-12-25 01:09:05,0,2,6,0
豆八,1295,《我在冥界种田(gl)》,连载,209443,2022-03-13 03:22:31,10,14,6,0
暮二木,3949,《白莲花的自我修养[快穿]》,连载,301899,2022-01-04 09:09:57,213,7,13,0
炎焱焱,1844,《真千金在对照组重开绿茶剧本》,连载,12776,2022-03-01 21:00:00,729,12,10,2
甜若西瓜,37,《尘香府》,连载,44179,2010-09-09 23:48:39,0,1,5,0
阿pang,7,《灵后GL》,完结,150973,2019-09-20 17:28:33,0,2,1,0
古逆夜,715,《异能是“书”的我只想专心创作》,连载,59569,2022-03-13 12:19:06,693,1,9,0
听原,3746,《穿成豪门笼中雀后我成了真豪门》,连载,22840,2022-03-11 21:27:50,582,5,7,0
红萝卜,160,《四爷，人艰不拆》,连载,29014,2018-05-20 01:07:59,8,18,5,2
是白鸟院吖,302,《[柯南]从大逃杀退役后的我在酒厂打工》,连载,393405,2022-03-10 01:12:29,0,3,11,0
念小睿,493,《星际最强音》,完结,225052,2016-09-08 01:10:18,109,11,2,0
阮阮阮烟罗,8149,《俊男美女与吃瓜群众》,完结,11,2022-01-16 19:10:46,892,10,14,1
救救可乐软糖,79,《横滨赚钱大师》,连载,146675,2021-07-31 21:25:22,0,0,4,0
灯萨,23,《谁说AA恋不行[电竞]》,连载,344056,2022-03-13 22:00:00,7,2,6,0
7701,96,《一夜成瘾》,连载,362578,2019-04-28 06:34:36,177,1,5,0
苏离沫,443,《[博君一肖]家教老师太妖孽》,完结,327127,2022-03-13 11:54:04,0,5,2,0
玖兰希城,129,《我也想要甜甜的恋爱》,连载,31208,2019-08-30 20:14:39,25,6,6,0
江有冬,68,《劣性Omega被标记之后》,连载,89192,2022-03-13 21:33:55,60,6,7,0
清途R,8571,《春树里》,连载,310021,2022-03-12 23:20:54,2655,5,9,0
照破山河,1852,《窃璧》,完结,451955,2022-02-21 13:58:06,408,4,2,1
年更姐姐,174,《[快穿]带着奇迹暖暖系统当影帝》,连载,127913,2017-06-26 17:39:14,6,0,5,0
尹桃蹊,2272,《满级大佬掉马后》,连载,198052,2022-02-15 15:42:36,421,12,8,0
希堂,72,《因为远离想靠近》,暂停,23163,2018-08-03 13:06:08,0,2,1,2
梧桐桐,151,《快乐肥宅水要伐？》,连载,577517,2022-01-06 06:00:00,166,9,12,0
七千折戏,6051,《大佬穿进虐文后》,连载,417034,2022-03-11 23:43:50,264,3,6,0
万岁少女,131,《我*******播》,连载,17870,2018-07-15 02:00:15,1099,3,3,0
Lilililily阿兮,110,《[BTS]我的哥哥为什么不爱我》,暂停,53094,2021-07-19 17:16:02,0,0,3,3
阎罗心,255,《[全职猎人]你来自黑暗大陆》,连载,123388,2021-02-01 22:22:53,0,0,3,0
一罐甜粥,31,《[山河令]围观父母爱情》,连载,21818,2021-07-15 21:33:20,0,0,1,0
明月听风,24456,《记忆的诡计》,连载,822056,2022-03-11 23:23:23,4806,22,6,1
宝宁,2537,《解梦大师是学霸》,完结,495109,2021-03-26 21:00:00,4153,8,2,0
郑阿故,257,《耽美文女配反复横死之后》,连载,179422,2022-02-13 13:22:52,1,2,10,0
落尘茜语,80,《羽生结弦哈牛先生和他的柚子小姐》,连载,650578,2022-03-11 21:57:19,0,0,4,2
米约,633,《千帆尽头》,连载,181808,2021-12-05 23:32:12,0,23,15,0
馨馨是猪精女孩,57,《[德云社]郭家有女名唤娇娇》,连载,657050,2021-05-18 03:47:21,0,0,2,0
ccccandy99,287,《[娱乐圈BTS]我的爱在我身边》,连载,291275,2018-08-15 23:05:57,0,0,9,0
静候晨曦,372,《鬼奴》,完结,311106,2019-07-10 21:03:24,91,9,14,0
故魂,10,《网》,连载,52853,2019-07-05 13:53:24,10,4,2,0
雪幻流云,407,《鲁*******决》,完结,297198,2021-12-30 23:37:15,4,33,1,3
双色玻璃麻花,21,《生死书（完结版）》,完结,294754,2018-11-30 03:35:44,0,6,3,0
暮笙笙,41,《【山河令】君子如风》,连载,402743,2022-03-06 01:36:29,1,0,3,3
终身不婚,436,《互*******]》,连载,33426,2021-12-19 11:53:51,37,1,3,0
江水朔,7897,《机智魔王生活》,连载,468999,2022-03-12 03:25:56,67,11,7,1
蓝扇,34,《5*******m》,暂停,21390,2017-01-27 05:11:33,0,1,0,24
夏时客,1049,《假酒日常》,连载,256749,2022-01-17 21:00:00,105,0,24,0
兰如墨,156,《[主兄弟战争]论少女漫的可逆性》,连载,44695,2020-02-29 10:36:09,3,5,14,0
城九,25,《我在荒星种田》,连载,65083,2020-05-14 00:33:54,1,6,4,0
栎苏生,114,《寒枝难栖（重生）》,连载,289005,2021-12-05 00:38:24,226,7,4,4
灵魂已死,16,《不纯之恨》,连载,64901,2013-05-23 21:53:09,0,1,2,1
奈芙提,298,《帕洛斯的咒术之旅》,连载,472707,2022-02-15 04:57:38,0,0,1,0
悠斋闲人,77,《小老板与小怪兽》,完结,288355,2018-08-25 16:32:00,6,7,0,1
无瑕的星辰,9,《跨越黑白世界的爱恋》,完结,111311,2021-06-14 12:20:54,0,4,4,0
木头开花,2282,《穿书后和死对头he了》,连载,43499,2022-03-13 00:00:00,685,17,4,0
南风北寄,4115,《我是首富失踪多年的亲女儿》,完结,199890,2022-02-09 19:38:30,2403,15,10,0
江天一半,2740,《雪粒子》,完结,61168,2022-02-24 02:45:10,2256,8,5,0
装盘烤鱼,1570,《因为不会死就点满作精值了[末世]》,连载,193356,2022-03-13 21:00:00,202,4,9,0
楠绘,92,《港口Mafia的海神大人》,连载,22430,2021-08-30 09:05:08,0,1,5,0
海哪吒,231,《前任成为房东之后》,连载,99454,2022-03-07 20:57:03,0,0,1,0
青溪流萤,273,《被偷的蛋孵化了》,连载,218816,2019-04-03 23:53:30,0,0,1,0
枝景,1754,《纸片人老公成真了》,完结,434734,2022-01-27 15:59:02,13,14,6,0
席亭,4613,《异世界的横滨双钻是不是不对劲？》,连载,46352,2022-03-13 00:00:00,55,31,8,0
月隐,144,《[全职高手]买一送一》,连载,629429,2019-10-19 20:03:27,0,1,2,1
沐星光,274,《于是扬了银弹的骨灰》,连载,31466,2022-02-23 12:00:00,18,6,7,0
朝夕乌,269,《[综武侠]我心明月》,连载,203529,2016-09-18 11:44:58,16,3,4,0
星期四,16,《争*》,连载,746,2011-08-08 17:43:28,0,2,1,1
折琼枝,577,《我以为我是霸总人设》,连载,41518,2022-02-25 11:33:35,78,14,11,6
长野蔓蔓,5281,《穿成黑莲花皇帝之师后》,连载,327004,2022-03-12 20:28:15,2866,5,10,0
糖风风,367,《我在最强被封印后复活了》,连载,523643,2022-03-13 13:29:33,584,0,4,0
梦裳宛,1809,《[综漫]安》,完结,345660,2016-12-04 10:52:28,50,19,0,0
叶南笳,589,《重生之宠你一世》,完结,257852,2021-02-19 23:36:40,343,13,3,0
不卷毛,3464,《荆棘之身》,连载,9411,2022-01-21 10:55:12,1,65,9,0
莹纸,718,《穿成神明后召唤玩家拯救世界》,连载,214720,2022-03-13 03:32:15,263,18,8,1
